"forecast_date","location","target","target_end_date","type","quantile","value"
2021-08-23,"31","14 day ahead inc hosp",2021-09-06,"quantile","0.01",349.169230112115
2021-08-23,"31","15 day ahead inc hosp",2021-09-07,"quantile","0.01",374.480828776025
2021-08-23,"31","16 day ahead inc hosp",2021-09-08,"quantile","0.01",397.118758637133
2021-08-23,"31","17 day ahead inc hosp",2021-09-09,"quantile","0.01",416.694543494236
2021-08-23,"31","18 day ahead inc hosp",2021-09-10,"quantile","0.01",432.874496309802
2021-08-23,"31","19 day ahead inc hosp",2021-09-11,"quantile","0.01",445.414092375114
2021-08-23,"31","20 day ahead inc hosp",2021-09-12,"quantile","0.01",454.182464794917
2021-08-23,"31","21 day ahead inc hosp",2021-09-13,"quantile","0.01",459.167453751716
2021-08-23,"31","22 day ahead inc hosp",2021-09-14,"quantile","0.01",460.459758322275
2021-08-23,"31","23 day ahead inc hosp",2021-09-15,"quantile","0.01",458.223439850687
2021-08-23,"31","24 day ahead inc hosp",2021-09-16,"quantile","0.01",452.663478873039
2021-08-23,"31","25 day ahead inc hosp",2021-09-17,"quantile","0.01",443.998601696291
2021-08-23,"31","26 day ahead inc hosp",2021-09-18,"quantile","0.01",432.442737908004
2021-08-23,"31","27 day ahead inc hosp",2021-09-19,"quantile","0.01",418.194662100427
2021-08-23,"31","28 day ahead inc hosp",2021-09-20,"quantile","0.01",401.433678213605
2021-08-23,"33","0 day ahead inc hosp",2021-08-23,"quantile","0.01",13.1153228954672
2021-08-23,"33","1 day ahead inc hosp",2021-08-24,"quantile","0.01",0
2021-08-23,"33","2 day ahead inc hosp",2021-08-25,"quantile","0.01",0
2021-08-23,"33","3 day ahead inc hosp",2021-08-26,"quantile","0.01",3.92056978399818
2021-08-23,"33","4 day ahead inc hosp",2021-08-27,"quantile","0.01",33.9871597511664
2021-08-23,"33","5 day ahead inc hosp",2021-08-28,"quantile","0.01",67.214001672085
2021-08-23,"33","6 day ahead inc hosp",2021-08-29,"quantile","0.01",102.32400199447
2021-08-23,"33","7 day ahead inc hosp",2021-08-30,"quantile","0.01",138.481999788127
2021-08-23,"33","8 day ahead inc hosp",2021-08-31,"quantile","0.01",175.076377543628
2021-08-23,"33","9 day ahead inc hosp",2021-09-01,"quantile","0.01",211.61709777182
2021-08-23,"33","10 day ahead inc hosp",2021-09-02,"quantile","0.01",247.68038105976
2021-08-23,"33","11 day ahead inc hosp",2021-09-03,"quantile","0.01",282.874956304753
2021-08-23,"33","12 day ahead inc hosp",2021-09-04,"quantile","0.01",316.81976664451
2021-08-23,"33","13 day ahead inc hosp",2021-09-05,"quantile","0.01",349.129225757365
2021-08-23,"33","14 day ahead inc hosp",2021-09-06,"quantile","0.01",379.405384884991
2021-08-23,"33","15 day ahead inc hosp",2021-09-07,"quantile","0.01",407.238403266912
2021-08-23,"33","16 day ahead inc hosp",2021-09-08,"quantile","0.01",432.21762406802
2021-08-23,"33","17 day ahead inc hosp",2021-09-09,"quantile","0.01",453.954577169411
2021-08-23,"33","18 day ahead inc hosp",2021-09-10,"quantile","0.01",472.115581147884
2021-08-23,"33","19 day ahead inc hosp",2021-09-11,"quantile","0.01",486.456116441197
2021-08-23,"33","20 day ahead inc hosp",2021-09-12,"quantile","0.01",496.845320832609
2021-08-23,"33","21 day ahead inc hosp",2021-09-13,"quantile","0.01",503.271038715304
2021-08-23,"33","22 day ahead inc hosp",2021-09-14,"quantile","0.01",505.823972908799
2021-08-23,"33","23 day ahead inc hosp",2021-09-15,"quantile","0.01",504.668188032105
2021-08-23,"33","24 day ahead inc hosp",2021-09-16,"quantile","0.01",500.008667428366
2021-08-23,"33","25 day ahead inc hosp",2021-09-17,"quantile","0.01",492.064139743721
2021-08-23,"33","26 day ahead inc hosp",2021-09-18,"quantile","0.01",481.04853643709
2021-08-23,"33","27 day ahead inc hosp",2021-09-19,"quantile","0.01",467.160633504219
2021-08-23,"33","28 day ahead inc hosp",2021-09-20,"quantile","0.01",450.579735820839
2021-08-23,"34","0 day ahead inc hosp",2021-08-23,"quantile","0.01",156.050440664967
2021-08-23,"34","1 day ahead inc hosp",2021-08-24,"quantile","0.01",79.9910102163865
2021-08-23,"34","2 day ahead inc hosp",2021-08-25,"quantile","0.01",66.0334411417003
2021-08-23,"34","3 day ahead inc hosp",2021-08-26,"quantile","0.01",64.0711705782956
2021-08-23,"34","4 day ahead inc hosp",2021-08-27,"quantile","0.01",68.5881561941912
2021-08-23,"34","5 day ahead inc hosp",2021-08-28,"quantile","0.01",77.2878982475678
2021-08-23,"34","6 day ahead inc hosp",2021-08-29,"quantile","0.01",88.8932394687889
2021-08-23,"34","7 day ahead inc hosp",2021-08-30,"quantile","0.01",102.568957866438
2021-08-23,"34","8 day ahead inc hosp",2021-08-31,"quantile","0.01",117.703377525839
2021-08-23,"34","9 day ahead inc hosp",2021-09-01,"quantile","0.01",133.806405208413
2021-08-23,"34","10 day ahead inc hosp",2021-09-02,"quantile","0.01",150.454208407476
2021-08-23,"34","11 day ahead inc hosp",2021-09-03,"quantile","0.01",167.255465582115
2021-08-23,"34","12 day ahead inc hosp",2021-09-04,"quantile","0.01",183.829072087235
2021-08-23,"34","13 day ahead inc hosp",2021-09-05,"quantile","0.01",199.789396473671
2021-08-23,"34","14 day ahead inc hosp",2021-09-06,"quantile","0.01",214.738447510728
2021-08-23,"34","15 day ahead inc hosp",2021-09-07,"quantile","0.01",228.266344620645
2021-08-23,"34","16 day ahead inc hosp",2021-09-08,"quantile","0.01",239.962393805968
2021-08-23,"34","17 day ahead inc hosp",2021-09-09,"quantile","0.01",249.438090440311
2021-08-23,"34","18 day ahead inc hosp",2021-09-10,"quantile","0.01",256.359721247757
2021-08-23,"34","19 day ahead inc hosp",2021-09-11,"quantile","0.01",260.482737468018
2021-08-23,"34","20 day ahead inc hosp",2021-09-12,"quantile","0.01",261.676250340942
2021-08-23,"34","21 day ahead inc hosp",2021-09-13,"quantile","0.01",259.928080370812
2021-08-23,"34","22 day ahead inc hosp",2021-09-14,"quantile","0.01",255.32890914275
2021-08-23,"34","23 day ahead inc hosp",2021-09-15,"quantile","0.01",248.042782695761
2021-08-23,"34","24 day ahead inc hosp",2021-09-16,"quantile","0.01",238.274668447393
2021-08-23,"34","25 day ahead inc hosp",2021-09-17,"quantile","0.01",226.243281772486
2021-08-23,"34","26 day ahead inc hosp",2021-09-18,"quantile","0.01",212.162543512987
2021-08-23,"34","27 day ahead inc hosp",2021-09-19,"quantile","0.01",196.231221701926
2021-08-23,"34","28 day ahead inc hosp",2021-09-20,"quantile","0.01",178.628615906561
2021-08-23,"35","0 day ahead inc hosp",2021-08-23,"quantile","0.01",60.0974641163607
2021-08-23,"35","1 day ahead inc hosp",2021-08-24,"quantile","0.01",3.25878955666641
2021-08-23,"35","2 day ahead inc hosp",2021-08-25,"quantile","0.01",7.83507950032954
2021-08-23,"35","3 day ahead inc hosp",2021-08-26,"quantile","0.01",23.7198192325942
2021-08-23,"35","4 day ahead inc hosp",2021-08-27,"quantile","0.01",45.3970127850604
2021-08-23,"35","5 day ahead inc hosp",2021-08-28,"quantile","0.01",70.5702049952913
2021-08-23,"35","6 day ahead inc hosp",2021-08-29,"quantile","0.01",97.9622813889498
2021-08-23,"35","7 day ahead inc hosp",2021-08-30,"quantile","0.01",126.738060985958
2021-08-23,"35","8 day ahead inc hosp",2021-08-31,"quantile","0.01",156.285907099095
2021-08-23,"35","9 day ahead inc hosp",2021-09-01,"quantile","0.01",186.115763933487
2021-08-23,"35","10 day ahead inc hosp",2021-09-02,"quantile","0.01",215.803834642479
2021-08-23,"35","11 day ahead inc hosp",2021-09-03,"quantile","0.01",244.958831561624
2021-08-23,"35","12 day ahead inc hosp",2021-09-04,"quantile","0.01",273.199682138805
2021-08-23,"35","13 day ahead inc hosp",2021-09-05,"quantile","0.01",300.140785234417
2021-08-23,"35","14 day ahead inc hosp",2021-09-06,"quantile","0.01",325.384178144026
2021-08-23,"35","15 day ahead inc hosp",2021-09-07,"quantile","0.01",348.520007032862
2021-08-23,"35","16 day ahead inc hosp",2021-09-08,"quantile","0.01",369.137602863296
2021-08-23,"35","17 day ahead inc hosp",2021-09-09,"quantile","0.01",386.848484185643
2021-08-23,"35","18 day ahead inc hosp",2021-09-10,"quantile","0.01",401.318959117634
2021-08-23,"35","19 day ahead inc hosp",2021-09-11,"quantile","0.01",412.304498509635
2021-08-23,"35","20 day ahead inc hosp",2021-09-12,"quantile","0.01",419.674231429189
2021-08-23,"35","21 day ahead inc hosp",2021-09-13,"quantile","0.01",423.415994425389
2021-08-23,"35","22 day ahead inc hosp",2021-09-14,"quantile","0.01",423.620483345281
2021-08-23,"35","23 day ahead inc hosp",2021-09-15,"quantile","0.01",420.451756706994
2021-08-23,"35","24 day ahead inc hosp",2021-09-16,"quantile","0.01",414.114792624401
2021-08-23,"35","25 day ahead inc hosp",2021-09-17,"quantile","0.01",404.828315385903
2021-08-23,"35","26 day ahead inc hosp",2021-09-18,"quantile","0.01",392.806252964263
2021-08-23,"35","27 day ahead inc hosp",2021-09-19,"quantile","0.01",378.247378740617
2021-08-23,"35","28 day ahead inc hosp",2021-09-20,"quantile","0.01",361.330995847614
2021-08-23,"32","0 day ahead inc hosp",2021-08-23,"quantile","0.01",142.054179195235
2021-08-23,"32","1 day ahead inc hosp",2021-08-24,"quantile","0.01",59.0243860720092
2021-08-23,"32","2 day ahead inc hosp",2021-08-25,"quantile","0.01",38.3455558843623
2021-08-23,"32","3 day ahead inc hosp",2021-08-26,"quantile","0.01",29.9111083089254
2021-08-23,"32","4 day ahead inc hosp",2021-08-27,"quantile","0.01",28.2049842000677
2021-08-23,"32","5 day ahead inc hosp",2021-08-28,"quantile","0.01",30.9306676493573
2021-08-23,"32","6 day ahead inc hosp",2021-08-29,"quantile","0.01",36.8109858675443
2021-08-23,"32","7 day ahead inc hosp",2021-08-30,"quantile","0.01",45.0107019905451
2021-08-23,"32","8 day ahead inc hosp",2021-08-31,"quantile","0.01",54.9181258779371
2021-08-23,"32","9 day ahead inc hosp",2021-09-01,"quantile","0.01",66.0431507122678
2021-08-23,"32","10 day ahead inc hosp",2021-09-02,"quantile","0.01",77.9619310548204
2021-08-23,"32","11 day ahead inc hosp",2021-09-03,"quantile","0.01",90.2831330794689
2021-08-23,"32","12 day ahead inc hosp",2021-09-04,"quantile","0.01",102.625640502677
2021-08-23,"32","13 day ahead inc hosp",2021-09-05,"quantile","0.01",114.603810883574
2021-08-23,"32","14 day ahead inc hosp",2021-09-06,"quantile","0.01",125.819642646492
2021-08-23,"32","15 day ahead inc hosp",2021-09-07,"quantile","0.01",135.863245515386
2021-08-23,"32","16 day ahead inc hosp",2021-09-08,"quantile","0.01",144.323916441178
2021-08-23,"32","17 day ahead inc hosp",2021-09-09,"quantile","0.01",150.813142392503
2021-08-23,"32","18 day ahead inc hosp",2021-09-10,"quantile","0.01",154.997202335089
2021-08-23,"32","19 day ahead inc hosp",2021-09-11,"quantile","0.01",156.631540396891
2021-08-23,"32","20 day ahead inc hosp",2021-09-12,"quantile","0.01",155.585261352578
2021-08-23,"32","21 day ahead inc hosp",2021-09-13,"quantile","0.01",151.846179887834
2021-08-23,"32","22 day ahead inc hosp",2021-09-14,"quantile","0.01",145.504972415705
2021-08-23,"32","23 day ahead inc hosp",2021-09-15,"quantile","0.01",136.725680449684
2021-08-23,"32","24 day ahead inc hosp",2021-09-16,"quantile","0.01",125.713267528325
2021-08-23,"32","25 day ahead inc hosp",2021-09-17,"quantile","0.01",112.686445793983
2021-08-23,"32","26 day ahead inc hosp",2021-09-18,"quantile","0.01",97.8591335026262
2021-08-23,"32","27 day ahead inc hosp",2021-09-19,"quantile","0.01",81.4300967478083
2021-08-23,"32","28 day ahead inc hosp",2021-09-20,"quantile","0.01",63.5786338038135
2021-08-23,"36","0 day ahead inc hosp",2021-08-23,"quantile","0.01",332.983117980687
2021-08-23,"36","1 day ahead inc hosp",2021-08-24,"quantile","0.01",223.423790827394
2021-08-23,"36","2 day ahead inc hosp",2021-08-25,"quantile","0.01",177.163519078513
2021-08-23,"36","3 day ahead inc hosp",2021-08-26,"quantile","0.01",144.095655954304
2021-08-23,"36","4 day ahead inc hosp",2021-08-27,"quantile","0.01",118.704078315596
2021-08-23,"36","5 day ahead inc hosp",2021-08-28,"quantile","0.01",98.6922087230601
2021-08-23,"36","6 day ahead inc hosp",2021-08-29,"quantile","0.01",82.7828153190407
2021-08-23,"36","7 day ahead inc hosp",2021-08-30,"quantile","0.01",70.1406046333876
2021-08-23,"36","8 day ahead inc hosp",2021-08-31,"quantile","0.01",60.153832381791
2021-08-23,"36","9 day ahead inc hosp",2021-09-01,"quantile","0.01",52.3323400649665
2021-08-23,"36","10 day ahead inc hosp",2021-09-02,"quantile","0.01",46.2522330242751
2021-08-23,"36","11 day ahead inc hosp",2021-09-03,"quantile","0.01",41.5221306754594
2021-08-23,"36","12 day ahead inc hosp",2021-09-04,"quantile","0.01",37.7608724385095
2021-08-23,"36","13 day ahead inc hosp",2021-09-05,"quantile","0.01",34.582774037623
2021-08-23,"36","14 day ahead inc hosp",2021-09-06,"quantile","0.01",31.589794523667
2021-08-23,"36","15 day ahead inc hosp",2021-09-07,"quantile","0.01",28.3720067084425
2021-08-23,"36","16 day ahead inc hosp",2021-09-08,"quantile","0.01",24.5186730919664
2021-08-23,"36","17 day ahead inc hosp",2021-09-09,"quantile","0.01",19.6412486531341
2021-08-23,"36","18 day ahead inc hosp",2021-09-10,"quantile","0.01",13.4059828289818
2021-08-23,"36","19 day ahead inc hosp",2021-09-11,"quantile","0.01",5.56829267978647
2021-08-23,"36","20 day ahead inc hosp",2021-09-12,"quantile","0.01",0
2021-08-23,"36","21 day ahead inc hosp",2021-09-13,"quantile","0.01",0
2021-08-23,"36","22 day ahead inc hosp",2021-09-14,"quantile","0.01",0
2021-08-23,"36","23 day ahead inc hosp",2021-09-15,"quantile","0.01",0
2021-08-23,"36","24 day ahead inc hosp",2021-09-16,"quantile","0.01",0
2021-08-23,"36","25 day ahead inc hosp",2021-09-17,"quantile","0.01",0
2021-08-23,"36","26 day ahead inc hosp",2021-09-18,"quantile","0.01",0
2021-08-23,"36","27 day ahead inc hosp",2021-09-19,"quantile","0.01",0
2021-08-23,"36","28 day ahead inc hosp",2021-09-20,"quantile","0.01",0
2021-08-23,"39","0 day ahead inc hosp",2021-08-23,"quantile","0.01",358.015254383693
2021-08-23,"39","1 day ahead inc hosp",2021-08-24,"quantile","0.01",249.411033309527
2021-08-23,"39","2 day ahead inc hosp",2021-08-25,"quantile","0.01",204.07173477943
2021-08-23,"39","3 day ahead inc hosp",2021-08-26,"quantile","0.01",171.890714406178
2021-08-23,"39","4 day ahead inc hosp",2021-08-27,"quantile","0.01",147.351851354472
2021-08-23,"39","5 day ahead inc hosp",2021-08-28,"quantile","0.01",128.158570400191
2021-08-23,"39","6 day ahead inc hosp",2021-08-29,"quantile","0.01",113.03364181224
2021-08-23,"39","7 day ahead inc hosp",2021-08-30,"quantile","0.01",101.141774158381
2021-08-23,"39","8 day ahead inc hosp",2021-08-31,"quantile","0.01",91.8712251035669
2021-08-23,"39","9 day ahead inc hosp",2021-09-01,"quantile","0.01",84.7318380091446
2021-08-23,"39","10 day ahead inc hosp",2021-09-02,"quantile","0.01",79.2997199884707
2021-08-23,"39","11 day ahead inc hosp",2021-09-03,"quantile","0.01",75.1834921406551
2021-08-23,"39","12 day ahead inc hosp",2021-09-04,"quantile","0.01",72.0019954804365
2021-08-23,"39","13 day ahead inc hosp",2021-09-05,"quantile","0.01",69.3695472381372
2021-08-23,"39","14 day ahead inc hosp",2021-09-06,"quantile","0.01",66.8881078821313
2021-08-23,"39","15 day ahead inc hosp",2021-09-07,"quantile","0.01",64.1477515531113
2021-08-23,"39","16 day ahead inc hosp",2021-09-08,"quantile","0.01",60.737741991393
2021-08-23,"39","17 day ahead inc hosp",2021-09-09,"quantile","0.01",56.2695353275421
2021-08-23,"39","18 day ahead inc hosp",2021-09-10,"quantile","0.01",50.4093820616896
2021-08-23,"39","19 day ahead inc hosp",2021-09-11,"quantile","0.01",42.9127002285867
2021-08-23,"39","20 day ahead inc hosp",2021-09-12,"quantile","0.01",33.6485708820156
2021-08-23,"39","21 day ahead inc hosp",2021-09-13,"quantile","0.01",22.6047873590407
2021-08-23,"39","22 day ahead inc hosp",2021-09-14,"quantile","0.01",9.87200709631426
2021-08-23,"39","23 day ahead inc hosp",2021-09-15,"quantile","0.01",0
2021-08-23,"39","24 day ahead inc hosp",2021-09-16,"quantile","0.01",0
2021-08-23,"39","25 day ahead inc hosp",2021-09-17,"quantile","0.01",0
2021-08-23,"39","26 day ahead inc hosp",2021-09-18,"quantile","0.01",0
2021-08-23,"39","27 day ahead inc hosp",2021-09-19,"quantile","0.01",0
2021-08-23,"39","28 day ahead inc hosp",2021-09-20,"quantile","0.01",0
2021-08-23,"40","0 day ahead inc hosp",2021-08-23,"quantile","0.01",283.055426323238
2021-08-23,"40","1 day ahead inc hosp",2021-08-24,"quantile","0.01",174.559658174918
2021-08-23,"40","2 day ahead inc hosp",2021-08-25,"quantile","0.01",129.324936761782
2021-08-23,"40","3 day ahead inc hosp",2021-08-26,"quantile","0.01",97.2446179683367
2021-08-23,"40","4 day ahead inc hosp",2021-08-27,"quantile","0.01",72.8025812208894
2021-08-23,"40","5 day ahead inc hosp",2021-08-28,"quantile","0.01",53.7022515468648
2021-08-23,"40","6 day ahead inc hosp",2021-08-29,"quantile","0.01",38.6663994566307
2021-08-23,"40","7 day ahead inc hosp",2021-08-30,"quantile","0.01",26.8597337493576
2021-08-23,"40","8 day ahead inc hosp",2021-08-31,"quantile","0.01",17.6705123113399
2021-08-23,"40","9 day ahead inc hosp",2021-09-01,"quantile","0.01",10.6085787152022
2021-08-23,"40","10 day ahead inc hosp",2021-09-02,"quantile","0.01",5.25004027551215
2021-08-23,"40","11 day ahead inc hosp",2021-09-03,"quantile","0.01",1.20351828252592
2021-08-23,"40","12 day ahead inc hosp",2021-09-04,"quantile","0.01",0
2021-08-23,"40","13 day ahead inc hosp",2021-09-05,"quantile","0.01",0
2021-08-23,"40","14 day ahead inc hosp",2021-09-06,"quantile","0.01",0
2021-08-23,"40","15 day ahead inc hosp",2021-09-07,"quantile","0.01",0
2021-08-23,"40","16 day ahead inc hosp",2021-09-08,"quantile","0.01",0
2021-08-23,"40","17 day ahead inc hosp",2021-09-09,"quantile","0.01",0
2021-08-23,"40","18 day ahead inc hosp",2021-09-10,"quantile","0.01",0
2021-08-23,"40","19 day ahead inc hosp",2021-09-11,"quantile","0.01",0
2021-08-23,"40","20 day ahead inc hosp",2021-09-12,"quantile","0.01",0
2021-08-23,"40","21 day ahead inc hosp",2021-09-13,"quantile","0.01",0
2021-08-23,"40","22 day ahead inc hosp",2021-09-14,"quantile","0.01",0
2021-08-23,"40","23 day ahead inc hosp",2021-09-15,"quantile","0.01",0
2021-08-23,"40","24 day ahead inc hosp",2021-09-16,"quantile","0.01",0
2021-08-23,"40","25 day ahead inc hosp",2021-09-17,"quantile","0.01",0
2021-08-23,"40","26 day ahead inc hosp",2021-09-18,"quantile","0.01",0
2021-08-23,"40","27 day ahead inc hosp",2021-09-19,"quantile","0.01",0
2021-08-23,"40","28 day ahead inc hosp",2021-09-20,"quantile","0.01",0
2021-08-23,"41","0 day ahead inc hosp",2021-08-23,"quantile","0.01",132.074845658391
2021-08-23,"41","1 day ahead inc hosp",2021-08-24,"quantile","0.01",63.8541650782785
2021-08-23,"41","2 day ahead inc hosp",2021-08-25,"quantile","0.01",57.4552105442034
2021-08-23,"41","3 day ahead inc hosp",2021-08-26,"quantile","0.01",62.7714388295144
2021-08-23,"41","4 day ahead inc hosp",2021-08-27,"quantile","0.01",74.2868265105641
2021-08-23,"41","5 day ahead inc hosp",2021-08-28,"quantile","0.01",89.7048920262238
2021-08-23,"41","6 day ahead inc hosp",2021-08-29,"quantile","0.01",107.748495559955
2021-08-23,"41","7 day ahead inc hosp",2021-08-30,"quantile","0.01",127.582431845881
2021-08-23,"41","8 day ahead inc hosp",2021-08-31,"quantile","0.01",148.59504096736
2021-08-23,"41","9 day ahead inc hosp",2021-09-01,"quantile","0.01",170.296244956376
2021-08-23,"41","10 day ahead inc hosp",2021-09-02,"quantile","0.01",192.262225849378
2021-08-23,"41","11 day ahead inc hosp",2021-09-03,"quantile","0.01",214.101675921208
2021-08-23,"41","12 day ahead inc hosp",2021-09-04,"quantile","0.01",235.433503615162
2021-08-23,"41","13 day ahead inc hosp",2021-09-05,"quantile","0.01",255.87208984314
2021-08-23,"41","14 day ahead inc hosp",2021-09-06,"quantile","0.01",275.019455008244
2021-08-23,"41","15 day ahead inc hosp",2021-09-07,"quantile","0.01",292.465729439228
2021-08-23,"41","16 day ahead inc hosp",2021-09-08,"quantile","0.01",307.800229317943
2021-08-23,"41","17 day ahead inc hosp",2021-09-09,"quantile","0.01",320.634459470087
2021-08-23,"41","18 day ahead inc hosp",2021-09-10,"quantile","0.01",330.634715344664
2021-08-23,"41","19 day ahead inc hosp",2021-09-11,"quantile","0.01",337.556456179153
2021-08-23,"41","20 day ahead inc hosp",2021-09-12,"quantile","0.01",341.268800484015
2021-08-23,"41","21 day ahead inc hosp",2021-09-13,"quantile","0.01",341.759575307047
2021-08-23,"41","22 day ahead inc hosp",2021-09-14,"quantile","0.01",339.119468049767
2021-08-23,"41","23 day ahead inc hosp",2021-09-15,"quantile","0.01",333.512529840523
2021-08-23,"41","24 day ahead inc hosp",2021-09-16,"quantile","0.01",325.143732459103
2021-08-23,"41","25 day ahead inc hosp",2021-09-17,"quantile","0.01",314.23179491555
2021-08-23,"41","26 day ahead inc hosp",2021-09-18,"quantile","0.01",300.990640959948
2021-08-23,"41","27 day ahead inc hosp",2021-09-19,"quantile","0.01",285.61904080643
2021-08-23,"41","28 day ahead inc hosp",2021-09-20,"quantile","0.01",268.296295476325
2021-08-23,"42","0 day ahead inc hosp",2021-08-23,"quantile","0.01",221.037986661997
2021-08-23,"42","1 day ahead inc hosp",2021-08-24,"quantile","0.01",135.490481066116
2021-08-23,"42","2 day ahead inc hosp",2021-08-25,"quantile","0.01",112.383914514404
2021-08-23,"42","3 day ahead inc hosp",2021-08-26,"quantile","0.01",101.611700376601
2021-08-23,"42","4 day ahead inc hosp",2021-08-27,"quantile","0.01",97.6577734339536
2021-08-23,"42","5 day ahead inc hosp",2021-08-28,"quantile","0.01",98.2256119385992
2021-08-23,"42","6 day ahead inc hosp",2021-08-29,"quantile","0.01",102.038037495568
2021-08-23,"42","7 day ahead inc hosp",2021-08-30,"quantile","0.01",108.259807868734
2021-08-23,"42","8 day ahead inc hosp",2021-08-31,"quantile","0.01",116.279227779302
2021-08-23,"42","9 day ahead inc hosp",2021-09-01,"quantile","0.01",125.606185505089
2021-08-23,"42","10 day ahead inc hosp",2021-09-02,"quantile","0.01",135.816830936303
2021-08-23,"42","11 day ahead inc hosp",2021-09-03,"quantile","0.01",146.519825809369
2021-08-23,"42","12 day ahead inc hosp",2021-09-04,"quantile","0.01",157.334049636909
2021-08-23,"42","13 day ahead inc hosp",2021-09-05,"quantile","0.01",167.873856007821
2021-08-23,"42","14 day ahead inc hosp",2021-09-06,"quantile","0.01",177.741239609821
2021-08-23,"42","15 day ahead inc hosp",2021-09-07,"quantile","0.01",186.526306663802
2021-08-23,"42","16 day ahead inc hosp",2021-09-08,"quantile","0.01",193.818350851219
2021-08-23,"42","17 day ahead inc hosp",2021-09-09,"quantile","0.01",199.228856104818
2021-08-23,"42","18 day ahead inc hosp",2021-09-10,"quantile","0.01",202.42409858798
2021-08-23,"42","19 day ahead inc hosp",2021-09-11,"quantile","0.01",203.159519859877
2021-08-23,"42","20 day ahead inc hosp",2021-09-12,"quantile","0.01",201.304222359948
2021-08-23,"42","21 day ahead inc hosp",2021-09-13,"quantile","0.01",196.846018672166
2021-08-23,"42","22 day ahead inc hosp",2021-09-14,"quantile","0.01",189.875583341431
2021-08-23,"42","23 day ahead inc hosp",2021-09-15,"quantile","0.01",180.556956246611
2021-08-23,"42","24 day ahead inc hosp",2021-09-16,"quantile","0.01",169.09509952513
2021-08-23,"42","25 day ahead inc hosp",2021-09-17,"quantile","0.01",155.708724151786
2021-08-23,"42","26 day ahead inc hosp",2021-09-18,"quantile","0.01",140.611747448472
2021-08-23,"42","27 day ahead inc hosp",2021-09-19,"quantile","0.01",124.002934808213
2021-08-23,"42","28 day ahead inc hosp",2021-09-20,"quantile","0.01",106.061584038249
2021-08-23,"72","0 day ahead inc hosp",2021-08-23,"quantile","0.01",19.0992947250995
2021-08-23,"72","1 day ahead inc hosp",2021-08-24,"quantile","0.01",0
2021-08-23,"72","2 day ahead inc hosp",2021-08-25,"quantile","0.01",0
2021-08-23,"72","3 day ahead inc hosp",2021-08-26,"quantile","0.01",3.14634837136904
2021-08-23,"72","4 day ahead inc hosp",2021-08-27,"quantile","0.01",31.1271719443265
2021-08-23,"72","5 day ahead inc hosp",2021-08-28,"quantile","0.01",62.351720602783
2021-08-23,"72","6 day ahead inc hosp",2021-08-29,"quantile","0.01",95.5428955928236
2021-08-23,"72","7 day ahead inc hosp",2021-08-30,"quantile","0.01",129.865530999468
2021-08-23,"72","8 day ahead inc hosp",2021-08-31,"quantile","0.01",164.708004545316
2021-08-23,"72","9 day ahead inc hosp",2021-09-01,"quantile","0.01",199.580274190057
2021-08-23,"72","10 day ahead inc hosp",2021-09-02,"quantile","0.01",234.05855618639
2021-08-23,"72","11 day ahead inc hosp",2021-09-03,"quantile","0.01",267.751575314047
2021-08-23,"72","12 day ahead inc hosp",2021-09-04,"quantile","0.01",300.278270809942
2021-08-23,"72","13 day ahead inc hosp",2021-09-05,"quantile","0.01",331.253052668389
2021-08-23,"72","14 day ahead inc hosp",2021-09-06,"quantile","0.01",360.277968663785
2021-08-23,"72","15 day ahead inc hosp",2021-09-07,"quantile","0.01",386.943174785132
2021-08-23,"72","16 day ahead inc hosp",2021-09-08,"quantile","0.01",410.838011163536
2021-08-23,"72","17 day ahead inc hosp",2021-09-09,"quantile","0.01",431.574004863043
2021-08-23,"72","18 day ahead inc hosp",2021-09-10,"quantile","0.01",448.817471860134
2021-08-23,"72","19 day ahead inc hosp",2021-09-11,"quantile","0.01",462.323890208935
2021-08-23,"72","20 day ahead inc hosp",2021-09-12,"quantile","0.01",471.962395525837
2021-08-23,"72","21 day ahead inc hosp",2021-09-13,"quantile","0.01",477.720830253806
2021-08-23,"72","22 day ahead inc hosp",2021-09-14,"quantile","0.01",479.689895478881
2021-08-23,"72","23 day ahead inc hosp",2021-09-15,"quantile","0.01",478.033654303272
2021-08-23,"72","24 day ahead inc hosp",2021-09-16,"quantile","0.01",472.957088770025
2021-08-23,"72","25 day ahead inc hosp",2021-09-17,"quantile","0.01",464.67892644186
2021-08-23,"72","26 day ahead inc hosp",2021-09-18,"quantile","0.01",453.413097910976
2021-08-23,"72","27 day ahead inc hosp",2021-09-19,"quantile","0.01",439.358378523074
2021-08-23,"72","28 day ahead inc hosp",2021-09-20,"quantile","0.01",422.694072720514
2021-08-23,"44","0 day ahead inc hosp",2021-08-23,"quantile","0.01",7.10117805968395
2021-08-23,"44","1 day ahead inc hosp",2021-08-24,"quantile","0.01",0
2021-08-23,"44","2 day ahead inc hosp",2021-08-25,"quantile","0.01",0
2021-08-23,"44","3 day ahead inc hosp",2021-08-26,"quantile","0.01",0.630448526025873
2021-08-23,"44","4 day ahead inc hosp",2021-08-27,"quantile","0.01",31.5377479301609
2021-08-23,"44","5 day ahead inc hosp",2021-08-28,"quantile","0.01",65.5716537897833
2021-08-23,"44","6 day ahead inc hosp",2021-08-29,"quantile","0.01",101.455074649231
